Title,Tele,Email,Web,Addy,Contact Source,Type,More Info,Lujo
OFFICE Kersten Geers David Van Severen,work: +32 2 503 05 71 / http://www.officekgdvs.com/,applications@officekgdvs.com / press@officekgdvs.com,http://www.officekgdvs.com/,x,Archinect,Architecture / Design Firm,,True
Hidalgo Hartman,x,x,https://architizer.com/firms/hidalgo-hartman/,x,Archinect,Architecture / Design Firm,,True
Subarquitectura,cell: 671038868 / work: 965135914,para@subarquitectura.com,http://www.subarquitectura.com,x,Archinect,Architecture / Design Firm,,True
RipollTizon: Estudio de Arquitectura,x,estudio@ripolltizon.com,http://www.ripolltizon.com/,x,Archinect,Architecture / Design Firm,,True
Paredes Pedrosa Arquitectos,x,x,http://www.paredespedrosa.com/,x,Archinect,Architecture / Design Firm,,True
PADILLA NICAS ARQUITECTOS,x,x,http://www.padillanicas.net/,x,Archinect,Architecture / Design Firm,,True
CREUSeCARRASCO,cell: 0034 981 210 710,creusecarrasco@gmail.com,http://www.creusecarrasco.com/index.php,x,Archinect,Architecture / Design Firm,,True
Guallart Architects,x,x,http://www.guallart.com/,x,Archinect,Architecture / Design Firm,,True
Juan Marco,x,x,http://www.juanmarco.net/arquitecto/index.html,x,Archinect,Architecture / Design Firm,,True
JAS Arquitectura,x,x,https://architizer.com/firms/jas-arquitectura/,x,Archinect,Architecture / Design Firm,,True
JUMA Architects,work: ‭+32 9 279 64 29,contact@jumaarchitects.com,http://www.jumaarchitects.com,"47, Hoge Heirweg, Sint-Martens-Latem, Belgium",Archinect,Architecture / Design Firm,,True
FRPO Rodriguez & Oriol Architecture Landscape,work: +34 912 838 818,frpo@frpo.es,http://www.frpo.es/,x,Archinect,Architecture / Design Firm,,True
MUKA ARQUITECTURA,cell: (+34)652438435 / work: (+34)915220582,administracion@mukaarquitectura.com,http://www.mukaarquitectura.com,x,Archinect,Architecture / Design Firm,,True
BGAA / Burgos - Garrido Associated Architects,x,x,https://architizer.com/firms/bgaa-burgos-garrido-associated-architects/,x,Archinect,Architecture / Design Firm,,True
Z4Z4,cell: 8067732928,rafa@rafabeneytez.com / info@z4z4.es,http://z4z4.es/,x,Archinect,Architecture / Design Firm,,True
Jordi Hidalgo Tané Arquitectura,x,1@2x.png,http://www.hidalgotane.com,x,Archinect,Architecture / Design Firm,,True
BmasC Arquitectos,work: 0034 - 920 250 669,estudio@bmasc.es,http://www.bmasc.es/eng/index.html,x,Archinect,Architecture / Design Firm,,True
Ángel Baltanás,x,x,https://architizer.com/firms/angel-baltanas/,x,Archinect,Architecture / Design Firm,,True
Bojaus,work: 0034 912240201,bojausinfo@gmail.com,http://www.bojaus.com/,x,Archinect,Architecture / Design Firm,,True
Camacho Macia Architects,x,estudio@camacho-macia.com,http://www.camacho-macia.com/,x,Archinect,Architecture / Design Firm,,True
HARQUITECTES,fax: 0034 937250048 / work: 0034 937250048,harquitectes@harquitectes.com,http://www.harquitectes.com/,x,Archinect,Architecture / Design Firm,,True
Elisa Valero Arquitectura,x,info@elisavalero.com,http://www.elisavalero.com/index.php,x,Archinect,Architecture / Design Firm,,True
Nan Arquitectos,cell: +34 658617408,info@nanarquitectos.com,http://www.nancontract.com/,x,Archinect,Architecture / Design Firm,,True
AABE,work: 003226872717,aa@aabe.be,http://www.aabe.be/,x,Archinect,Architecture / Design Firm,,True
FLEXO Arquitectura,x,flexo@flexoarquitectura.com,http://www.flexoarquitectura.com/,x,Archinect,Architecture / Design Firm,,True
Herreros Arquitectos,work: +34 915227769,estudio@herrerosarquitectos.com,http://www.herrerosarquitectos.com,x,Archinect,Architecture / Design Firm,,True
KRESINGS,work: +49 211 497 69 59 0 / work: +49 211 497 69 59 0 / work: +49 251 987 78 0,press@kresings.com,http://www.kresings.com/,"Düsseldorf, Germany",Archinect,Architecture / Design Firm,,True
IND [Inter National Design],x,x,https://architizer.com/firms/ind-inter-national-design/,x,Archinect,Architecture / Design Firm,,True
Carlos Arroyo Architects,fax: +34 91 532 47 36 / work: +34 91 521 35 69,info@carlosarroyo.net,http://www.carlosarroyo.net,x,Archinect,Architecture / Design Firm,,True
Miel Arquitectos,x,info@mielarquitectos.com,http://www.barcelonarchitecturewalks.com/,x,Archinect,Architecture / Design Firm,,True
Roberto Ercilla Arquitectura,x,x,http://www.robertoercilla.com/,x,Archinect,Architecture / Design Firm,,True
AQSO,fax: 0034911019095 / work: 0034917710294,office@aqso.net,https://aqso.net,x,Archinect,Architecture / Design Firm,,True
GGA GARCIAGERMAN ARQUITECTOS,work: +34 915 638 845,info@garciagerman.com,http://www.garciagerman.com/,x,Archinect,Architecture / Design Firm,,True
Scalar Architecture,work: 646 342 2244 / http://www.scalararchitecture.com,info@scalararchitecture.com,http://www.scalararchitecture.com,"180, Varick Street, Manhattan, New York, NY, United States",Archinect,Architecture / Design Firm,,True
Jose Hevia,x,x,https://architizer.com/firms/jose-hevia/,x,Archinect,Architecture / Design Firm,,True
"tecDesign, Inc.",x,x,https://architizer.com/firms/tecdesign-inc/,x,Archinect,Architecture / Design Firm,,True
Rojo / Fernández-Shaw Arquitectos,x,proyectos@rojofernandezshaw.es,http://www.rojofernandezshaw.es/,x,Archinect,Architecture / Design Firm,,True
Husos Architects,cell: +34 657133281,plataforma@husos.info,http://husos.info/,x,Archinect,Architecture / Design Firm,,True
ALT arquitectura,cell: +34 657552410,alt@altarquitectura.es,http://www.facebook.com/pages/Madrid-Spain/ALT-arquitectura-obra/292139597091,x,Archinect,Architecture / Design Firm,,True
Jordi Surroca,x,x,https://architizer.com/firms/jordi-surroca/,x,Archinect,Architecture / Design Firm,,True
Simón García,x,x,https://architizer.com/firms/simon-garcia/,x,Archinect,Architecture / Design Firm,,True
"Sau, Taller D'Arquitectura",x,x,http://www.sausl.com/,x,Archinect,Architecture / Design Firm,,True
MYCC Oficina de Arquitectura,fax: 912994354 / work: 912994354,mycc@mycc.es,http://www.mycc.es,x,Archinect,Architecture / Design Firm,,True
Duch-Pizá Arquitectos,x,x,http://www.duchpiza.com/index.asp,x,Archinect,Architecture / Design Firm,,True
Fernandez-Abascal & Muruzabal,work: 942881458,00077@coacan.es,http://www.fernandezabascal-muruzabal.com/,x,Archinect,Architecture / Design Firm,,True
LOFT4C,work: +32 3 227 44 28,info@loft4c.be,http://www.loft4c.be/,x,Archinect,Architecture / Design Firm,,True
Destudio Arquitectura,cell: (+34) 697 69 27 06 / work: (+34) 960 051 910,info@destudio.es,https://destudio.es/,x,Archinect,Architecture / Design Firm,,True
Leclercq associés,work: 01 44 61 82 82,a.wickrameratne@leclercqassocies.fr,https://www.leclercqassocies.fr/en,x,Archinect,Architecture / Design Firm,,True
XVSTUDIO,fax: 0034 93 162 08 92 / work: 0034 93 165 73 14,info@xvstudio.com,http://www.xvstudio.com/,x,Archinect,Architecture / Design Firm,,True
Castroferro Arquitectos,work: 0034986229748,info@castroferro.com,http://castroferro.com/,x,Archinect,Architecture / Design Firm,,True
Carlo Berarducci Architecture,work: 0636306429,studio@berarducciarchitecture.com,http://www.berarducciarchitecture.com/,x,Archinect,Architecture / Design Firm,,True
munarq,work: 647870067,pau.munar@gmail.com,http://munarq.es/,x,Archinect,Architecture / Design Firm,,True
RUE,work: 0034948044060,info@ruespace.com,http://www.ruespace.com/,x,Archinect,Architecture / Design Firm,,True
METROAREA,work: +39-040-2601662,office@metroarea.it,http://www.metroarea.it/,"Bologna, Italy",Archinect,Architecture / Design Firm,,True
ARQUITECTURA-G,https://arquitecturag.wordpress.com/,info@arquitectura-g.com,http://arquitecturag.wordpress.com/,x,Archinect,Architecture / Design Firm,,True
Marcos Miguélez,x,x,https://architizer.com/firms/marcos-miguelez/,x,Archinect,Architecture / Design Firm,,True
PYO arquitectos,x,info@pyoarquitectos.com,http://www.pyoarquitectos.com/,x,Archinect,Architecture / Design Firm,,True
Viabizzuno,x,x,https://architizer.com/firms/viabizzuno/,x,Archinect,Architecture / Design Firm,,True
Arcadi Pla I Masmiquel Arquitecte,work: 972 20 95 03,arcadipla@coac.cat,http://www.arcadipla.net/,x,Archinect,Architecture / Design Firm,,True
Equipo Olivares Arquitectos,fax: 00 34 922 248489 / work: 00 34 922 243232,info@equipolivares.com,http://equipolivares.com/,x,Archinect,Architecture / Design Firm,,True
Carles Enrich Arquitectura + Urbanisme,x,x,http://www.carlesenrich.com/?lang=en&utm_source=architizer,x,Archinect,Architecture / Design Firm,,True
Montserrat Nogués,cell: 609839762 / work: 972217313,noguesbosch@coac.net,http://ammarquitectes.com/,x,Archinect,Architecture / Design Firm,,True
C+ arquitectos,x,info@cmasarquitectas.net,http://www.cmasarquitectos.net,x,Archinect,Architecture / Design Firm,,True
Miquel Àngel Lacomba ,work: (+34) 971 458 057,arquitectura@mlacomba.com,http://www.mlacomba.com/,"Palma de Mallorca, Spain",Archinect,Architecture / Design Firm,,True
Abis Arquitectura Interiorismo,x,estudio@abisarquitectura.com,http://www.abisarquitectura.com,x,Archinect,Architecture / Design Firm,,True
CSO Arquitectura,x,jda@csoarquitectura.com,http://www.csoarquitectura.com/,x,Archinect,Architecture / Design Firm,,True
cobaleda & garcia  arquitectos,fax: +34913573171 / work: +34913573171,estudio@cobaleda-garcia.com,http://www.cobaleda-garcia.com,x,Archinect,Architecture / Design Firm,,True
ferran vizoso architecture,x,x,http://www.ferranvizoso.com/,x,Archinect,Architecture / Design Firm,,True
Virginiaarq,x,x,https://architizer.com/firms/virginiaarq/,x,Archinect,Architecture / Design Firm,,True
"CARnerero, arquitectura",fax: 34 987 262240 / cell: 609 222162 / work: 34 987 262240,carnerero@gmail.com,http://www.carnerero.com/,x,Archinect,Architecture / Design Firm,,True
Standard Studio - Amsterdam,work: +31(0)202613791,hello@standardstudio.nl,http://www.standardstudio.nl/,"26, Jacob Obrechtstraat, Oud-Zuid, Amsterdam, Netherlands",Archinect,Architecture / Design Firm,,True
DOS Architects,x,x,https://architizer.com/firms/dos-architects/,x,Archinect,Architecture / Design Firm,,True
Nuria Pla Studio,work: 480 646 2678,info@nuriaplastudio.com,http://www.nuriaplastudio.com/,"Scottsdale, AZ, United States",Archinect,Architecture / Design Firm,,True
Jaime Prous Architects,work: +34 699 02 64 35,jpm@jprousarchitects.com,http://www.jprousarchitects.com/,x,Archinect,Architecture / Design Firm,,True
Estudi Nao Arquitectura,work: 0034932376267,estudinao@estudinao.com,http://www.estudinao.com/,x,Archinect,Architecture / Design Firm,,True
Jorge López Conde,x,x,https://architizer.com/firms/jorge-lopez-conde/,x,Archinect,Architecture / Design Firm,,True
Josep Ferrando Bramona,x,x,https://architizer.com/firms/josep-ferrando-bramona/,x,Archinect,Architecture / Design Firm,,True
ICA arquitectura,x,x,http://www.inaquicarnicero.com/,x,Archinect,Architecture / Design Firm,,True
Arrokabe ,x,x,https://architizer.com/firms/arrokabe/,x,Archinect,Architecture / Design Firm,,True
DOSIS ,work: 0034 913579038,estudio@dosis.es,http://www.dosis.es/,"35, Calle Fuente del Romero, Madrid, Spain",Archinect,Architecture / Design Firm,,True
Joan Miquel Segui Arquitecte,x,info@jmsegui.com,http://www.jmsegui.com/,x,Archinect,Architecture / Design Firm,,True
ALTRES (Marcial Lázaro) / SCHÜCO,x,x,https://architizer.com/firms/altres-marcial-lazaro-schueco/,x,Archinect,Architecture / Design Firm,,True
alcolea+tárrago arquitectos,work: +34 948 252 069,info@acoleatarrago.com,http://www.alcoleatarrago.com/,x,Archinect,Architecture / Design Firm,,True
DITA Building,fax: 0034971303208 / work: 0034971199773,ibiza@dita.es,http://www.dita.es,x,Archinect,Architecture / Design Firm,,True
aguilera|guerrero  architects,x,agua@coac.cat,http://aguileraguerreroarquitectos.blogspot.com.es/,x,Archinect,Architecture / Design Firm,,True
riaño + arquitectos,x,r-arquitectos@r-arquitectos.com,http://www.r-arquitectos.com/,x,Archinect,Architecture / Design Firm,,True
Taller de Casqueria,cell: +34626080579,hola@casqueria-casqueria.com,https://architizer.com/firms/taller-de-casqueria/,x,Archinect,Architecture / Design Firm,,True
Simon,x,x,https://architizer.com/firms/simon-1/,x,Archinect,Architecture / Design Firm,,True
sio2 arch,x,llortega@sio2arch.com,http://sio2arch.tumblr.com/,x,Archinect,Architecture / Design Firm,,True
López Rivera Arquitectes,work: (+34) 93 317 6902,info@lopez-rivera.com,http://www.lopez-rivera.com/,x,Archinect,Architecture / Design Firm,,True
Clara Nubiola,x,x,https://architizer.com/firms/clara-nubiola/,x,Archinect,Architecture / Design Firm,,True
Javier Lafita,x,jlsarquitecto@hotmail.com,https://architizer.com/firms/javier-lafita/,x,Archinect,Architecture / Design Firm,,True
lopezneiraciaurri arquitectos,x,oficina@lopezneiraciaurri.com,http://lopezneiraciaurri.com,x,Archinect,Architecture / Design Firm,,True
Acha Zaballa Arquitectos,x,estudio@achazaballa.com,http://www.achazaballa.com/achazaballa.html,x,Archinect,Architecture / Design Firm,,True
Daniel Isern Associats,cell: 606340288,estudi@isern.pro,http://www.isern.pro/,x,Archinect,Architecture / Design Firm,,True
Efrain Pintos,x,x,https://architizer.com/firms/efrain-pintos/,x,Archinect,Architecture / Design Firm,,True
Quico Jorreto,x,x,https://architizer.com/firms/quico-jorreto/,x,Archinect,Architecture / Design Firm,,True
Enproyecto Arquitectura,work: 963 44 96 95,estudio@enproyecto.es,http://www.enproyecto.es/home.html,x,Archinect,Architecture / Design Firm,,True
Thomas de Cruz,work: +44 (20) 8995 8100,tdc@thomasdecruz.com,http://www.thomasdecruz.com/,x,Archinect,Architecture / Design Firm,,True
Arturo Franco,x,x,http://www.arturofranco.es/estudio.asp?ID=7&IDC=1&ORG1=2&ORG2=1&IDM=2&IDM2=7&utm_source=architizer,x,Archinect,Architecture / Design Firm,,True
Alberto Rubio,x,projects@albertorubio.com,http://www.albertorubio.com,x,Archinect,Architecture / Design Firm,,True
Ameneirosrey | HH Architects,x,x,https://architizer.com/firms/ameneirosrey-hh-architects/,x,Archinect,Architecture / Design Firm,,True
Blancafort-Reus Arquitectura,x,blanc@coac.net,http://www.blancafort-reus.com/,x,Archinect,Architecture / Design Firm,,True
COARCO,x,x,https://architizer.com/firms/coarco/,x,Archinect,Architecture / Design Firm,,True
CONSLAU S.L.,x,x,https://architizer.com/firms/conslau-sl/,x,Archinect,Architecture / Design Firm,,True
Construcciones Sebastia,x,x,https://architizer.com/firms/construcciones-sebastia/,x,Archinect,Architecture / Design Firm,,True
"Cubus, Taller d'Arquitectura",x,x,http://www.cubusarquitectura.com/cubus/ESTUDIO.html,x,Archinect,Architecture / Design Firm,,True
DASEIN.Ingenieros,x,x,https://architizer.com/firms/daseiningenieros/,x,Archinect,Architecture / Design Firm,,True
Estudi d'Arquitectura Toni Gironès,fax: 93.415.70.49 / work: 93.217.25.16,info@tonigirones.com,http://www.tonigirones.com/,x,Archinect,Architecture / Design Firm,,True
Eurobuild Costablanca,work: 677671713,office@edenpool.net,http://www.eurobuild.es,x,Archinect,Architecture / Design Firm,,True
GBANG,x,x,https://architizer.com/firms/gbang/,x,Archinect,Architecture / Design Firm,,True
IDM Ingeniería y Diseño de Proyectos Modulares,x,x,https://architizer.com/firms/idm-ingenieria-y-diseno-de-proyectos-modulares/,x,Archinect,Architecture / Design Firm,,True
IFV-Antonio Vaillo,x,x,https://architizer.com/firms/ifv-antonio-vaillo/,x,Archinect,Architecture / Design Firm,,True
JSV Arquitectos,x,x,http://www.jsv01.com/,x,Archinect,Architecture / Design Firm,,True
James&Mau Arquitectura,x,x,http://www.jamesandmau.com/#/inicio,x,Archinect,Architecture / Design Firm,,True
Jean-Luc Laloux,x,x,https://architizer.com/firms/jean-luc-laloux/,x,Archinect,Architecture / Design Firm,,True
Jesús Cardona,x,x,https://architizer.com/firms/jesus-cardona/,x,Archinect,Architecture / Design Firm,,True
Luis Miguel Navarro,x,x,https://architizer.com/firms/luis-miguel-navarro/,x,Archinect,Architecture / Design Firm,,True
Marcel Wanders Studio,x,x,https://architizer.com/firms/marcel-wanders-studio/,x,Archinect,Architecture / Design Firm,,True
Momo Estudio,x,momo@momoestudio.es,http://www.momoestudio.es/ES/estudio.html,x,Archinect,Architecture / Design Firm,,True
Moncova Zamora,x,x,https://architizer.com/firms/moncova-zamora/,x,Archinect,Architecture / Design Firm,,True
QUADRATURA Arquitectos,x,x,http://en.quadraturaarquitectos.com/,x,Archinect,Architecture / Design Firm,,True
RTA-Office,x,x,https://architizer.com/firms/rta-office/,x,Archinect,Architecture / Design Firm,,True
SAIZVERDOUX,x,info@saizverdoux.com,http://fundacion.arquia.es/es/firmas/saizverdoux,"653, Gran Via de les Corts Catalanes, Barcelona, Spain",Archinect,Architecture / Design Firm,,True
Sebastian Knorr,x,x,https://architizer.com/firms/sebastian-knorr/,x,Archinect,Architecture / Design Firm,,True
Teo Hidalgo Nacher,x,x,http://arquitectes.coac.net/teohnacher/,x,Archinect,Architecture / Design Firm,,True
Vicente Martinez Calvente + Toni Elvar,x,x,https://architizer.com/firms/vicente-martinez-calvente-toni-elvar/,x,Archinect,Architecture / Design Firm,,True
ZigZag Architecture,x,oficina@zigzagarquitectura.com,http://www.zigzagarquitectura.com/,x,Archinect,Architecture / Design Firm,,True
f451 arquitectura,x,f451@f451arquitectura.com,http://www.f451arquitectura.com,x,Archinect,Architecture / Design Firm,,True
gaSSz arquitectos,x,gassz@gassz.es,http://www.gassz.es/,x,Archinect,Architecture / Design Firm,,True
terceroderecha arquitectos,work: +34 881 874 320,x,http://www.terceroderecha.com/,x,Archinect,Architecture / Design Firm,,True
Ballard+Mensua Architecture,work: (202) 810-6555 / work: (703) 992-7580,info@ballardmensua.com,http://www.ballardmensua.com/,"5185, MacArthur Boulevard, Washington, DC, United States",Archinect,Architecture / Design Firm,,True
Philolumière - lighting design,work: +33 7 51 62 06 94,tarasova@philolumiere.fr,http://www.philolumiere.fr/,"2, Boulevard de la Corniche d'Or, Théoule-sur-Mer, France",Archinect,Architecture / Design Firm,,True
"Jordi Farrando, architect",fax: +34 93 451 51 51 / work: +34 93 323 45 35,info@farrando.com,http://www.farrando.com,x,Archinect,Architecture / Design Firm,,True
OFMAA,work: 0031 20 331 33 09,info@ofmaa.com,http://www.ofmaa.com,"350, Willem de Zwijgerlaan, Amsterdam-West, Amsterdam, Netherlands",Archinect,Architecture / Design Firm,,True
Wizhevsky Architect,work: +88002017452 / work: +78124380220,info@wizhevsky.com,https://wizhevsky.com/,"46, Ulitsa Obrucheva, Yugo-Zapadnyy administrativnyy okrug, Moskva, Russia",Archinect,Architecture / Design Firm,,True
CFP Woods,cell: 1-519-983-3038,sales@cfpwoods.com,http://www.cherryforest.ca/p-thermowood.asp,"Guelph, Canada",Archinect,Architecture / Design Firm,,True
"Alex Gasca, architect",cell: 0034 943 453 276 / work: 0034 933 077 450,info@alexgasca.com,http://www.alexgasca.com,x,Archinect,Architecture / Design Firm,,True
"Arquitectos Ayala, S.L.P",x,estudio@arquitectosayala.com,http://www.arquitectosayala.com,x,Archinect,Architecture / Design Firm,,True
GERARDO GARCIA | ARQUITECTURA,work: +525552025242 / work: +525555403535,info@ggarquitectura.mx,http://www.ggarquitectura.mx/,"Mexico City, Mexico",Archinect,Architecture / Design Firm,,True
Teresa Sapey Studio ,work: : +34 917 450 876 ,info@teresasapey.com,http://www.teresasapey.com/,"Madrid, Spain",Archinect,Architecture / Design Firm,,True
Abrils Studio,x,anna@abrilsstudio.com,http://www.abrilsstudio.com/,x,Archinect,Architecture / Design Firm,,True
ATG Design,cell: +359 89 688 8495,office@atg-design.com,http://atg-design.com,"150, bulevard ""Sveti Kliment Ohridski"", Sofia, Bulgaria",Archinect,Architecture / Design Firm,,True
i4ubcnArchitizer.,cell: +34602319323,conceptstorebcn@gmail.com,https://m.facebook.com/i4ubcnArchitizer/,x,Archinect,Architecture / Design Firm,,True
ON-A,work: +34 932 184 306,contact@on-a.es,http://www.on-a.es/,x,Archinect,Architecture / Design Firm,,True
Porcelanosa,x,x,https://architizer.com/firms/porcelanosa/,x,Archinect,Architecture / Design Firm,,True
BC STUDIO ARCHITECTS- JAVIER BARBA,fax: 0034-93-204-26-97 / cell: 670-01-1988 / work: 0034-93-204-42-06,javbarba@bcarquitectos.com,http://www.greenarchitecture.com,x,Archinect,Architecture / Design Firm,,True
Jose Piris & Asociados,x,x,https://architizer.com/firms/jose-piris-asociados/,x,Archinect,Architecture / Design Firm,,True
Alejandro Gimenez Architects,work: +34 951 253 412,administracion@alejandrogimenez.net,http://alejandrogimenez.net/,x,Archinect,Architecture / Design Firm,,True
Martinwäschlearchitekten,work: 05251 7095987,info@martinwaeschlearchitekten.de,http://www.martinwaeschlearchitekten.de/,"24, Schulze-Delitzsch-Straße, Kernstadt, Paderborn, Germany",Archinect,Architecture / Design Firm,,True
SADAA,cell: 00 1 718 530 852 / work: 913234247,severinoalfonsodunn@sadaa.eu,http://www.sadaa.eu,x,Archinect,Architecture / Design Firm,,True
Line architecture studio,x,Line.arch.office@gmail.com,https://architizer.com/firms/line-architecture-studio/,Iran,Archinect,Architecture / Design Firm,,True
"Soler-Morató, arquitectes",cell: 0034 687436219,solermorato@hotmail.com,https://architizer.com/firms/salvador-soler/,x,Archinect,Architecture / Design Firm,,True
ZOOarquitectura,x,x,https://architizer.com/firms/zooarquitectura/,x,Archinect,Architecture / Design Firm,,True
Estudio Bher Arquitectos,x,estudiobher@gmail.com,http://www.estudiobher.com/,x,Archinect,Architecture / Design Firm,,True
architecTUR,fax: 971 311 024 / work: 971 311 024,jjturib@gmail.com,http://jjturib.blogspot.com,x,Archinect,Architecture / Design Firm,,True
desarq,cell: +34 619 272 308 / work: +34 871 71 34 50,info@desarq.es,http://www.desarq.es,x,Archinect,Architecture / Design Firm,,True
XTid,https://www.xtintegratedesign.com/,x,https://www.xtintegratedesign.com/,x,Archinect,Architecture / Design Firm,,True
Exterpark Hardwood Decking & Cladding,work: 01494 711 800 / work: 01494 291 033,venetia@exteriorsolutionsltd.co.uk,http://www.exteriordecking.co.uk/,"Raans Road, Amersham, United Kingdom",Archinect,Architecture / Design Firm,,True
ZOUT Ontwerphuis,x,Info@zoutontwerpt.nl,http://www.zoutontwerpt.nl/,x,Archinect,Architecture / Design Firm,,True
Arquivall Arquitectura ,work: +00 34 93 683 42 69 / http://www.arquivall.com/,arquivall@arquivall.com,http://www.arquivall.com/,x,Archinect,Architecture / Design Firm,,True
FERREIRA ARQUITECTOS,work: +34 923 264 932,info@ferreiraarquitectos.com,http://www.ferreiraarquitectos.com/,x,Archinect,Architecture / Design Firm,,True
A-22-2,x,architecture@a-22-2.com,http://www.a-22-2.com,x,Archinect,Architecture / Design Firm,,True
Grafeno Arquitectura ,work: 0034961089766,info@grafenoarquitectura.es,http://www.grafenoarquitectura.es/,"37, Plaza Major, Torrent, Spain",Archinect,Architecture / Design Firm,,True
onside | architecture,x,info@onside.es,http://www.onside.es/en,x,Archinect,Architecture / Design Firm,,True
Daniele Claudio Taddei,work: +41 79 409 48 50,taddei@milnor.net,http://taddei-architect.com/,"33, Färberstrasse, Kreis 8, Zürich, Switzerland",Archinect,Architecture / Design Firm,,True
Ceres A+D,x,x,https://architizer.com/firms/ceres-ad/,x,Archinect,Architecture / Design Firm,,True
SEBAUS Office of Architecture,work: +34 913729368,info@sebaus.com,http://www.sebaus.com,x,Archinect,Architecture / Design Firm,,True
ebolar,x,x,https://architizer.com/firms/ebolar/,x,Archinect,Architecture / Design Firm,,True
i+i studio,x,info@iplusistudio.com,http://www.iplusistudio.com/,x,Archinect,Architecture / Design Firm,,True
saz arquitectos,x,info@sazarquitectos.com,https://architizer.com/firms/saz-arquitectos/,x,Archinect,Architecture / Design Firm,,True
Quino Bono Arquitectos,work: 960612121 / https://www.quinobono.com/,hola@quinobono.com,https://www.quinobono.com/,x,Archinect,Architecture / Design Firm,,True
Fausto Calvo ,x,faustocalvo@live.it,http://www.faustocalvoarchitetto.com,"Granada, Spain",Archinect,Architecture / Design Firm,,True
"Gabriel Santos, planung + design",work: 0034 971 632679,mail@gabrielsantos.net,http://www.gabrielsantos.net,x,Archinect,Architecture / Design Firm,,True
i2G Architects,work: +34 946 000 681,i2g@i2garquitectos.com,https://www.i2garquitectos.com/,x,Archinect,Architecture / Design Firm,,True
MAPAa / Marcos Parga / Architecture & Design,work: +34 913 149 129,mparga@icloud.com,http://mapaa.es/,x,Archinect,Architecture / Design Firm,,True
Zoka Zola Architecture + Urban Design,x,x,https://architizer.com/firms/zoka-zola-architecture-urban-design/,x,Archinect,Architecture / Design Firm,,True
Alberto Cerezo Narváez,x,jquery@1.10.2 / architecture@3x.png / architecture@2x.png / network@2x.png / network@3x.png,http://www.behance.net/acerezon,x,Archinect,Architecture / Design Firm,,True
3VE,x,x,https://architizer.com/firms/3ve/,x,Archinect,Architecture / Design Firm,,True
Aunon Cabrera,x,mariajose@aunoncabrera.com,http://www.aunoncabrera.com/,x,Archinect,Architecture / Design Firm,,True
IMAGINARQ ESTUDI D´ARQUITECTURA S.L.,work: +34 966476578,imaginarq@imaginarq.es,http://www.imaginarq.es,x,Archinect,Architecture / Design Firm,,True
Andrusskiy Design,cell: +79788214166,andrusskiy@gmail.com,https://architizer.com/firms/andrusskiy-design/,x,Archinect,Architecture / Design Firm,,True
Bioarkiteco,cell: 676151914 / http://www.bioarkiteco.com/habitatge-de-tapia-a-martorelles.html / http://www.bioarkiteco.com/escola-bressol-puacuteblica.html / http://www.bioarkiteco.com/mur-de-tapia-per-a-celler-al-priorat.html,miquel@ecoarquitectura.info,http://www.ecoarquitectura.info//ecoarq/wp-content/themes/diaporama/index.html,x,Archinect,Architecture / Design Firm,,True
D . a r k,cell: 00393470578445,info@darkrender3d.com,http://www.darkrender3d.com/,x,Archinect,Architecture / Design Firm,,True
Estudi Alfa arquiectes slp,x,x,http://www.estudialfa.com/,x,Archinect,Architecture / Design Firm,,True
DAVIDE GROPPI,x,x,https://architizer.com/firms/davide-groppi/,x,Archinect,Architecture / Design Firm,,True
RUE Space,x,x,https://architizer.com/firms/rue-space/,x,Archinect,Architecture / Design Firm,,True
LIQE arquitectura,work: 986470726,info@liqe.es,http://www.liqe.es,x,Archinect,Architecture / Design Firm,,True
Pepa Diaz Arquitecta,work: +34 606512526,pepadiazarquitecta@gmail.com,http://www.pepadiazarquitecta.es,"Murcia, Spain",Archinect,Architecture / Design Firm,,True
inaki leite design,cell: +44 (0) 7403086430 / work: +44 (0) 2034056820,inaki@inakileite.com,http://inakileite.com/,"Greater London, England, United Kingdom",Archinect,Architecture / Design Firm,,True
jle arquitrectos,work: +34 971724962 / http://www.jle.de,info@jle.de,http://www.jle.de/,x,Archinect,Architecture / Design Firm,,True
domniu,x,fernando.domniu@gmail.com,https://architizer.com/firms/domniu/,x,Archinect,Architecture / Design Firm,,True
Ian Thompson Architect,work: 020 71003923,info@ianthompsonarchitect.com,http://ianthompsonarchitect.com/,"London, United Kingdom",Archinect,Architecture / Design Firm,,True
dzerostudio_architectes sprl,work: + 32 496833060,info@dzerostudio.com,http://www.dzerostudio.com/,"Brussels, Belgium",Archinect,Architecture / Design Firm,,True
DISEV ARQUITECTURA,work: 955 76 66 89 / cell: 635507428,FSANCHEZ@DISEVARQUITECTURA.COM,https://architizer.com/firms/francisco-sanchez-olivares/,x,Archinect,Architecture / Design Firm,,True
Reyes Castellano interiores,x,x,https://architizer.com/firms/reyes-castellano-interiores/,x,Archinect,Architecture / Design Firm,,True
HB Architecture & Design,x,x,https://architizer.com/firms/hb-architecture-design/,x,Archinect,Architecture / Design Firm,,True
GLORIA GONZALEZ,x,x,https://architizer.com/firms/glo_-interior-design/,x,Archinect,Architecture / Design Firm,,True
FerMan architects,x,x,https://architizer.com/firms/ferman-architects/,x,Archinect,Architecture / Design Firm,,True
